product|familia|YEAR|MONTH|price_mean|Volumen|YearMonth
CIRUELA|FRUTAS|2020|1|1.7373333333333332|345125|2020-1
CIRUELA|FRUTAS|2020|2|2.2023504273846153|526027|2020-2
CIRUELA|FRUTAS|2020|3|2.1684054833|713826|2020-3
CIRUELA|FRUTAS|2020|4|2.1429629628888893|547582|2020-4
CIRUELA|FRUTAS|2020|5|1.8954761904693878|501633|2020-5
CIRUELA|FRUTAS|2020|6|1.494641112802198|2863229|2020-6
CIRUELA|FRUTAS|2020|7|1.1671075172011496|4937712|2020-7
CIRUELA|FRUTAS|2020|8|1.0576586233722627|5599054|2020-8
CIRUELA|FRUTAS|2020|9|1.365359050254386|5738577|2020-9
CIRUELA|FRUTAS|2020|10|1.2417123982903226|2414362|2020-10
CIRUELA|FRUTAS|2020|11|1.1302123552432433|396295|2020-11
COCO|FRUTAS|2018|1|1.2|92926|2018-1
COCO|FRUTAS|2018|2|1.216|69830|2018-2
COCO|FRUTAS|2018|3|1.1523809524000002|85696|2018-3
COCO|FRUTAS|2018|4|1.091770833375|90713|2018-4
COCO|FRUTAS|2018|5|1.1199999999999999|87804|2018-5
COCO|FRUTAS|2018|6|1.1500000000000001|110439|2018-6
COCO|FRUTAS|2018|7|1.097121212125|139991|2018-7
COCO|FRUTAS|2018|8|1.1333333333333335|90721|2018-8
COCO|FRUTAS|2018|9|1.1333333333333335|140433|2018-9
COCO|FRUTAS|2018|10|1.0857142857142859|62799|2018-10
COCO|FRUTAS|2018|11|1.1125|81159|2018-11
COCO|FRUTAS|2018|12|1.157142857142857|113298|2018-12
COCO|FRUTAS|2019|1|1.0916666666666668|53548|2019-1
COCO|FRUTAS|2019|2|1.0416666666666667|104263|2019-2
COCO|FRUTAS|2019|3|1.08416666675|61491|2019-3
COCO|FRUTAS|2019|4|1.152|89090|2019-4
COCO|FRUTAS|2019|5|1.305|138835|2019-5
COCO|FRUTAS|2019|6|1.1822222222222223|125010|2019-6
COCO|FRUTAS|2019|7|1.12|198726|2019-7
COCO|FRUTAS|2019|8|1.218|197246|2019-8
COCO|FRUTAS|2019|9|1.19|136569|2019-9
COCO|FRUTAS|2019|10|1.01019886375|104429|2019-10
COCO|FRUTAS|2019|11|0.7833333333333332|39959|2019-11
COCO|FRUTAS|2019|12|0.8828571428571428|121192|2019-12
COCO|FRUTAS|2020|1|0.9|51857|2020-1
COCO|FRUTAS|2020|2|0.9249999999999999|44239|2020-2
COCO|FRUTAS|2020|3|0.9|54835|2020-3
COCO|FRUTAS|2020|4|0.9125|64444|2020-4
COCO|FRUTAS|2020|5|0.9|95202|2020-5
COCO|FRUTAS|2020|6|0.6444845775|134121|2020-6
COCO|FRUTAS|2020|7|0.6166666666666666|123670|2020-7
COCO|FRUTAS|2020|8|0.625|137331|2020-8
COCO|FRUTAS|2020|9|0.5976190476666666|76220|2020-9
COCO|FRUTAS|2020|10|0.5833333333333334|208078|2020-10
COCO|FRUTAS|2020|11|0.6239583333333334|150474|2020-11
COL BRUSELA|HORTALIZAS|2018|1|0.9966766705714286|52603|2018-1
COL BRUSELA|HORTALIZAS|2018|2|0.95|28808|2018-2
COL BRUSELA|HORTALIZAS|2018|3|0.9480576441428571|17991|2018-3
COL BRUSELA|HORTALIZAS|2018|4|0.9|4612|2018-4
COL BRUSELA|HORTALIZAS|2018|5|0.85|736|2018-5
COL BRUSELA|HORTALIZAS|2018|6|0.85|353|2018-6
COL BRUSELA|HORTALIZAS|2018|7|0.85|9|2018-7
COL BRUSELA|HORTALIZAS|2018|8|0.85|8|2018-8
COL BRUSELA|HORTALIZAS|2018|9|0.9|3418|2018-9
COL BRUSELA|HORTALIZAS|2018|10|0.9|45207|2018-10
COL BRUSELA|HORTALIZAS|2018|11|0.9|140515|2018-11
COL BRUSELA|HORTALIZAS|2018|12|1.0|87394|2018-12
COL BRUSELA|HORTALIZAS|2019|1|1.0|86330|2019-1
COL BRUSELA|HORTALIZAS|2019|2|1.0|69890|2019-2
COL BRUSELA|HORTALIZAS|2019|3|1.0|35090|2019-3
COL BRUSELA|HORTALIZAS|2019|4|1.0|2611|2019-4
COL BRUSELA|HORTALIZAS|2019|5|1.0|55|2019-5
COL BRUSELA|HORTALIZAS|2019|6|1.0|3|2019-6
COL BRUSELA|HORTALIZAS|2019|9|1.125|10658|2019-9
COL BRUSELA|HORTALIZAS|2019|10|1.2|75337|2019-10
COL BRUSELA|HORTALIZAS|2019|11|1.2771428571999999|191161|2019-11
COL BRUSELA|HORTALIZAS|2019|12|1.2803601955|131981|2019-12
COL BRUSELA|HORTALIZAS|2020|1|1.0270392155999999|52048|2020-1
COL BRUSELA|HORTALIZAS|2020|2|0.95|36259|2020-2
COL BRUSELA|HORTALIZAS|2020|3|1.24508928575|40059|2020-3
COL BRUSELA|HORTALIZAS|2020|6|1.3|6|2020-6
COL BRUSELA|HORTALIZAS|2020|7|1.3|10|2020-7
COL BRUSELA|HORTALIZAS|2020|8|1.3|66|2020-8
COL BRUSELA|HORTALIZAS|2020|9|1.3|21967|2020-9
COL BRUSELA|HORTALIZAS|2020|10|1.3|61886|2020-10
COL BRUSELA|HORTALIZAS|2020|11|1.23369047625|90942|2020-11
COLE|HORTALIZAS|2018|1|0.6650937002727273|632965|2018-1
COLE|HORTALIZAS|2018|2|0.6050809990666667|566117|2018-2
COLE|HORTALIZAS|2018|3|0.5380474732|753860|2018-3
COLE|HORTALIZAS|2018|4|0.5370883418888889|717069|2018-4
COLE|HORTALIZAS|2018|5|0.5926099086666666|624183|2018-5
COLE|HORTALIZAS|2018|6|0.6428051077333333|682339|2018-6
COLE|HORTALIZAS|2018|7|0.4292837577692307|449489|2018-7
COLE|HORTALIZAS|2018|8|0.43770625423076925|519824|2018-8
COLE|HORTALIZAS|2018|9|0.7194041078571428|499040|2018-9
COLE|HORTALIZAS|2018|10|0.9438844825625|713380|2018-10
COLE|HORTALIZAS|2018|11|0.777926433631579|758424|2018-11
COLE|HORTALIZAS|2018|12|0.6713244859999999|684722|2018-12
COLE|HORTALIZAS|2019|1|0.9231411051428572|1254964|2019-1
COLE|HORTALIZAS|2019|2|1.0587828947333333|920123|2019-2
COLE|HORTALIZAS|2019|3|0.6320168067647058|811058|2019-3
COLE|HORTALIZAS|2019|4|0.6|518916|2019-4
COLE|HORTALIZAS|2019|5|0.5952469196666667|739030|2019-5
COLE|HORTALIZAS|2019|6|0.6832337803076923|428949|2019-6
COLE|HORTALIZAS|2019|7|0.8665788744705882|476374|2019-7
COLE|HORTALIZAS|2019|8|0.7128117603333334|385585|2019-8
COLE|HORTALIZAS|2019|9|1.0661734035454546|577475|2019-9
COLE|HORTALIZAS|2019|10|0.8298760905714285|1302111|2019-10
COLE|HORTALIZAS|2019|11|0.7226723574999999|636291|2019-11
COLE|HORTALIZAS|2019|12|0.6128522510555556|1190947|2019-12
COLE|HORTALIZAS|2020|1|0.6674393441428571|837114|2020-1
COLE|HORTALIZAS|2020|2|0.585895467875|570566|2020-2
COLE|HORTALIZAS|2020|3|0.5564567872857143|705231|2020-3
COLE|HORTALIZAS|2020|4|0.8849908863333334|707004|2020-4
COLE|HORTALIZAS|2020|5|0.787473958375|577544|2020-5
COLE|HORTALIZAS|2020|6|0.5155720244|463065|2020-6
COLE|HORTALIZAS|2020|7|0.6762095107272728|418528|2020-7
COLE|HORTALIZAS|2020|8|0.6836061507499999|514911|2020-8
COLE|HORTALIZAS|2020|9|0.7|677627|2020-9
COLE|HORTALIZAS|2020|10|0.7|694213|2020-10
COLE|HORTALIZAS|2020|11|0.6358244018|657998|2020-11
COLES CHINA|HORTALIZAS|2018|1|0.5|85532|2018-1
COLES CHINA|HORTALIZAS|2018|2|0.5|71861|2018-2
COLES CHINA|HORTALIZAS|2018|3|0.5070089285|126113|2018-3
COLES CHINA|HORTALIZAS|2018|4|0.6|184023|2018-4
COLES CHINA|HORTALIZAS|2018|5|0.6|141775|2018-5
COLES CHINA|HORTALIZAS|2018|6|0.6|90113|2018-6
COLES CHINA|HORTALIZAS|2018|7|0.75|83220|2018-7
COLES CHINA|HORTALIZAS|2018|8|0.75|95956|2018-8
COLES CHINA|HORTALIZAS|2018|9|0.75|74520|2018-9
COLES CHINA|HORTALIZAS|2018|10|0.75|102979|2018-10
COLES CHINA|HORTALIZAS|2018|11|0.75|72254|2018-11
COLES CHINA|HORTALIZAS|2018|12|0.75|68516|2018-12
COLES CHINA|HORTALIZAS|2019|1|0.75|128849|2019-1
COLES CHINA|HORTALIZAS|2019|2|0.75|139074|2019-2
COLES CHINA|HORTALIZAS|2019|3|0.75|158586|2019-3
COLES CHINA|HORTALIZAS|2019|4|0.7966165412857142|197309|2019-4
COLES CHINA|HORTALIZAS|2019|5|1.0|199234|2019-5
COLES CHINA|HORTALIZAS|2019|6|1.0|54911|2019-6
COLES CHINA|HORTALIZAS|2019|7|1.0|130934|2019-7
COLES CHINA|HORTALIZAS|2019|8|0.99609375|82997|2019-8
COLES CHINA|HORTALIZAS|2019|9|1.0|101291|2019-9
COLES CHINA|HORTALIZAS|2019|10|1.0|113567|2019-10
COLES CHINA|HORTALIZAS|2019|11|1.0|80001|2019-11
COLES CHINA|HORTALIZAS|2019|12|1.0|146616|2019-12
COLES CHINA|HORTALIZAS|2020|1|1.0245906431428573|135816|2020-1
COLES CHINA|HORTALIZAS|2020|2|1.1|192546|2020-2
COLES CHINA|HORTALIZAS|2020|3|1.1|269951|2020-3
COLES CHINA|HORTALIZAS|2020|4|1.1|199435|2020-4
COLES CHINA|HORTALIZAS|2020|5|1.1|145308|2020-5
COLES CHINA|HORTALIZAS|2020|6|1.1|106990|2020-6
COLES CHINA|HORTALIZAS|2020|7|1.1|123188|2020-7
COLES CHINA|HORTALIZAS|2020|8|1.1|183522|2020-8
COLES CHINA|HORTALIZAS|2020|9|1.1|84124|2020-9
COLES CHINA|HORTALIZAS|2020|10|1.1|84961|2020-10
COLES CHINA|HORTALIZAS|2020|11|1.1|94934|2020-11
COLES LOMBARDA|HORTALIZAS|2018|1|0.75|63590|2018-1
COLES LOMBARDA|HORTALIZAS|2018|2|0.75|69388|2018-2
COLES LOMBARDA|HORTALIZAS|2018|3|0.84807960125|79361|2018-3
COLES LOMBARDA|HORTALIZAS|2018|4|0.8|87658|2018-4
COLES LOMBARDA|HORTALIZAS|2018|5|0.752601172|119579|2018-5
COLES LOMBARDA|HORTALIZAS|2018|6|0.75|87127|2018-6
COLES LOMBARDA|HORTALIZAS|2018|7|0.75|56942|2018-7
COLES LOMBARDA|HORTALIZAS|2018|8|0.75|117432|2018-8
COLES LOMBARDA|HORTALIZAS|2018|9|0.75|218086|2018-9
COLES LOMBARDA|HORTALIZAS|2018|10|0.75|179356|2018-10
COLES LOMBARDA|HORTALIZAS|2018|11|0.5530827505454545|160598|2018-11
COLES LOMBARDA|HORTALIZAS|2018|12|0.5|60244|2018-12
COLES LOMBARDA|HORTALIZAS|2019|1|0.5|145909|2019-1
COLES LOMBARDA|HORTALIZAS|2019|2|0.5|202651|2019-2
COLES LOMBARDA|HORTALIZAS|2019|3|0.5|171364|2019-3
COLES LOMBARDA|HORTALIZAS|2019|4|0.5|81341|2019-4
COLES LOMBARDA|HORTALIZAS|2019|5|0.5|94065|2019-5
COLES LOMBARDA|HORTALIZAS|2019|6|0.5|63211|2019-6
COLES LOMBARDA|HORTALIZAS|2019|7|0.5|49495|2019-7
COLES LOMBARDA|HORTALIZAS|2019|8|0.5494505494285715|59453|2019-8
COLES LOMBARDA|HORTALIZAS|2019|9|0.55|63976|2019-9
COLES LOMBARDA|HORTALIZAS|2019|10|0.6799464286|203018|2019-10
COLES LOMBARDA|HORTALIZAS|2019|11|0.7|125212|2019-11
COLES LOMBARDA|HORTALIZAS|2019|12|0.6847575758|78749|2019-12
COLES LOMBARDA|HORTALIZAS|2020|1|0.6246560845555555|64849|2020-1
COLES LOMBARDA|HORTALIZAS|2020|2|0.5|37297|2020-2
COLES LOMBARDA|HORTALIZAS|2020|3|0.4573412697777777|66673|2020-3
COLES LOMBARDA|HORTALIZAS|2020|4|0.45|52569|2020-4
COLES LOMBARDA|HORTALIZAS|2020|5|0.45|53270|2020-5
COLES LOMBARDA|HORTALIZAS|2020|6|0.4063317635714286|46538|2020-6
COLES LOMBARDA|HORTALIZAS|2020|7|0.4000000000000001|40078|2020-7
COLES LOMBARDA|HORTALIZAS|2020|8|0.4000000000000001|29872|2020-8
COLES LOMBARDA|HORTALIZAS|2020|9|0.4000000000000001|62918|2020-9
COLES LOMBARDA|HORTALIZAS|2020|10|0.4000000000000001|48622|2020-10
COLES LOMBARDA|HORTALIZAS|2020|11|0.4|55027|2020-11
COLES-REPOLLO|HORTALIZAS|2018|1|0.7970331076166667|634173|2018-1
COLES-REPOLLO|HORTALIZAS|2018|2|0.7140634920888889|545764|2018-2
COLES-REPOLLO|HORTALIZAS|2018|3|0.6897208091578947|555911|2018-3
COLES-REPOLLO|HORTALIZAS|2018|4|0.7515362915319148|395392|2018-4
COLES-REPOLLO|HORTALIZAS|2018|5|0.5859648303666667|387657|2018-5
COLES-REPOLLO|HORTALIZAS|2018|6|0.7951259590666666|516985|2018-6
COLES-REPOLLO|HORTALIZAS|2018|7|0.8325774427647059|497685|2018-7
COLES-REPOLLO|HORTALIZAS|2018|8|0.869323257|230605|2018-8
COLES-REPOLLO|HORTALIZAS|2018|9|0.7899593254|423080|2018-9
COLES-REPOLLO|HORTALIZAS|2018|10|1.0614752469833333|441917|2018-10
COLES-REPOLLO|HORTALIZAS|2018|11|0.9135542716888889|361993|2018-11
COLES-REPOLLO|HORTALIZAS|2018|12|0.8421151328333333|513933|2018-12
COLES-REPOLLO|HORTALIZAS|2019|1|0.9329209776666667|635994|2019-1
COLES-REPOLLO|HORTALIZAS|2019|2|0.9981695259444444|711149|2019-2
COLES-REPOLLO|HORTALIZAS|2019|3|0.9372105506984126|814655|2019-3
COLES-REPOLLO|HORTALIZAS|2019|4|0.7694697398035714|816629|2019-4
COLES-REPOLLO|HORTALIZAS|2019|5|0.7471609181176471|415427|2019-5
COLES-REPOLLO|HORTALIZAS|2019|6|0.746609477117647|299680|2019-6
COLES-REPOLLO|HORTALIZAS|2019|7|0.6289199447666667|315866|2019-7
COLES-REPOLLO|HORTALIZAS|2019|8|0.7278332752692307|274911|2019-8
COLES-REPOLLO|HORTALIZAS|2019|9|1.1183571700789472|629638|2019-9
COLES-REPOLLO|HORTALIZAS|2019|10|1.0090862050666667|644452|2019-10
COLES-REPOLLO|HORTALIZAS|2019|11|0.87379511275|507804|2019-11
COLES-REPOLLO|HORTALIZAS|2019|12|0.780330098754386|563300|2019-12
COLES-REPOLLO|HORTALIZAS|2020|1|0.8160987407058823|788250|2020-1
COLES-REPOLLO|HORTALIZAS|2020|2|0.7957307831166667|815879|2020-2
COLES-REPOLLO|HORTALIZAS|2020|3|0.8007308200952381|805983|2020-3
COLES-REPOLLO|HORTALIZAS|2020|4|0.834739873652174|1094326|2020-4
COLES-REPOLLO|HORTALIZAS|2020|5|0.7688350100454545|819652|2020-5
COLES-REPOLLO|HORTALIZAS|2020|6|0.813087280375|657365|2020-6
COLES-REPOLLO|HORTALIZAS|2020|7|0.7132542978125|523533|2020-7
COLES-REPOLLO|HORTALIZAS|2020|8|0.6942237103125|512130|2020-8
COLES-REPOLLO|HORTALIZAS|2020|9|0.7137717695588236|909095|2020-9
COLES-REPOLLO|HORTALIZAS|2020|10|1.00456764620339|799283|2020-10
COLES-REPOLLO|HORTALIZAS|2020|11|0.8104326499259259|478771|2020-11
COLIFLOR|HORTALIZAS|2018|1|0.9197605341875|475605|2018-1
COLIFLOR|HORTALIZAS|2018|2|1.1422490842666666|440767|2018-2
COLIFLOR|HORTALIZAS|2018|3|1.5624779833333333|368731|2018-3
COLIFLOR|HORTALIZAS|2018|4|1.40543585525|441612|2018-4
COLIFLOR|HORTALIZAS|2018|5|1.34550009025|452920|2018-5
COLIFLOR|HORTALIZAS|2018|6|1.5498260073076924|420099|2018-6
COLIFLOR|HORTALIZAS|2018|7|1.2357701153333334|313181|2018-7
COLIFLOR|HORTALIZAS|2018|8|1.1094516595555557|281477|2018-8
COLIFLOR|HORTALIZAS|2018|9|1.6705691532727274|251917|2018-9
COLIFLOR|HORTALIZAS|2018|10|1.1839146501666666|668961|2018-10
COLIFLOR|HORTALIZAS|2018|11|0.9746792081500001|653311|2018-11
COLIFLOR|HORTALIZAS|2018|12|0.7979285326111111|508449|2018-12
COLIFLOR|HORTALIZAS|2019|1|1.0468751116666666|722083|2019-1
COLIFLOR|HORTALIZAS|2019|2|0.9061989795714285|712552|2019-2
COLIFLOR|HORTALIZAS|2019|3|0.7143304442222222|617152|2019-3
COLIFLOR|HORTALIZAS|2019|4|0.80335227275|525939|2019-4
COLIFLOR|HORTALIZAS|2019|5|0.9893138242999999|481846|2019-5
COLIFLOR|HORTALIZAS|2019|6|1.3737986926|453297|2019-6
COLIFLOR|HORTALIZAS|2019|7|1.2408925499999999|622601|2019-7
COLIFLOR|HORTALIZAS|2019|8|1.2302472527142856|207420|2019-8
COLIFLOR|HORTALIZAS|2019|9|1.3047106402727273|472196|2019-9
COLIFLOR|HORTALIZAS|2019|10|0.9213791880000001|888031|2019-10
COLIFLOR|HORTALIZAS|2019|11|1.169750692882353|517418|2019-11
COLIFLOR|HORTALIZAS|2019|12|1.0772079632857143|547485|2019-12
COLIFLOR|HORTALIZAS|2020|1|1.041802759846154|730682|2020-1
COLIFLOR|HORTALIZAS|2020|2|0.65316426885|685686|2020-2
COLIFLOR|HORTALIZAS|2020|3|0.9960752882727273|673651|2020-3
COLIFLOR|HORTALIZAS|2020|4|1.6232897548333334|593117|2020-4
COLIFLOR|HORTALIZAS|2020|5|2.1100616359999997|462581|2020-5
COLIFLOR|HORTALIZAS|2020|6|1.3114248145384617|531628|2020-6
COLIFLOR|HORTALIZAS|2020|7|1.0496548392142857|329828|2020-7
COLIFLOR|HORTALIZAS|2020|8|1.279382716111111|381488|2020-8
COLIFLOR|HORTALIZAS|2020|9|1.2167965368571427|438119|2020-9
COLIFLOR|HORTALIZAS|2020|10|1.2348674069166667|595585|2020-10
COLIFLOR|HORTALIZAS|2020|11|0.7383569902500001|701142|2020-11
COLIFLORE|HORTALIZAS|2018|1|1.33421670552|1190924|2018-1
COLIFLORE|HORTALIZAS|2018|2|1.3677524851666667|866433|2018-2
COLIFLORE|HORTALIZAS|2018|3|1.8724938120869565|1184557|2018-3
COLIFLORE|HORTALIZAS|2018|4|1.5989446899130433|1220136|2018-4
COLIFLORE|HORTALIZAS|2018|5|2.27800379615|1023110|2018-5
COLIFLORE|HORTALIZAS|2018|6|2.3171797579583333|1073085|2018-6
COLIFLORE|HORTALIZAS|2018|7|1.871453125|794660|2018-7
COLIFLORE|HORTALIZAS|2018|8|1.8826090305652172|694600|2018-8
COLIFLORE|HORTALIZAS|2018|9|2.6317229545714285|956604|2018-9
COLIFLORE|HORTALIZAS|2018|10|1.9658197726666666|1002579|2018-10
COLIFLORE|HORTALIZAS|2018|11|1.6666361458181818|929247|2018-11
COLIFLORE|HORTALIZAS|2018|12|1.5729545724|994640|2018-12
COLIFLORE|HORTALIZAS|2019|1|2.043087507368421|964287|2019-1
COLIFLORE|HORTALIZAS|2019|2|1.6047383345789474|1249955|2019-2
COLIFLORE|HORTALIZAS|2019|3|1.3957019930416665|1462289|2019-3
COLIFLORE|HORTALIZAS|2019|4|1.765865348304348|1131705|2019-4
COLIFLORE|HORTALIZAS|2019|5|1.758099792|1113250|2019-5
COLIFLORE|HORTALIZAS|2019|6|2.191888047210526|976295|2019-6
COLIFLORE|HORTALIZAS|2019|7|1.9341050404210527|914409|2019-7
COLIFLORE|HORTALIZAS|2019|8|2.118519984882353|890360|2019-8
COLIFLORE|HORTALIZAS|2019|9|2.470171879|1226790|2019-9
COLIFLORE|HORTALIZAS|2019|10|2.0116844569047623|1475785|2019-10
COLIFLORE|HORTALIZAS|2019|11|1.7536431726315787|940040|2019-11
COLIFLORE|HORTALIZAS|2019|12|1.6404926948|1041783|2019-12
COLIFLORE|HORTALIZAS|2020|1|2.1945937134999998|1294776|2020-1
COLIFLORE|HORTALIZAS|2020|2|1.5020770751818182|1184505|2020-2
COLIFLORE|HORTALIZAS|2020|3|2.1177892648421053|1290420|2020-3
COLIFLORE|HORTALIZAS|2020|4|3.8792317056842105|1742627|2020-4
COLIFLORE|HORTALIZAS|2020|5|3.4354197416666663|1231229|2020-5
COLIFLORE|HORTALIZAS|2020|6|2.54593054415|1161698|2020-6
COLIFLORE|HORTALIZAS|2020|7|1.8733780154117647|1113656|2020-7
COLIFLORE|HORTALIZAS|2020|8|2.039032234117647|976641|2020-8
COLIFLORE|HORTALIZAS|2020|9|2.223701068157895|1431556|2020-9
COLIFLORE|HORTALIZAS|2020|10|2.0959204146842105|1728725|2020-10
COLIFLORE|HORTALIZAS|2020|11|1.35072094085|1210426|2020-11
DATILE|FRUTAS|2018|1|9.0|38000|2018-1
DATILE|FRUTAS|2018|2|9.0|17080|2018-2
DATILE|FRUTAS|2018|3|9.0|32220|2018-3
DATILE|FRUTAS|2018|4|9.0|20020|2018-4
DATILE|FRUTAS|2018|5|9.200000000000001|12480|2018-5
DATILE|FRUTAS|2018|6|10.2|9060|2018-6
DATILE|FRUTAS|2018|7|10.2|2748|2018-7
DATILE|FRUTAS|2018|8|10.2|410|2018-8
DATILE|FRUTAS|2018|9|10.2|400|2018-9
DATILE|FRUTAS|2018|10|10.2|500|2018-10
DATILE|FRUTAS|2018|11|10.2|3670|2018-11
DATILE|FRUTAS|2018|12|5.0|300|2018-12
DATILE|FRUTAS|2019|1|5.5|13680|2019-1
DATILE|FRUTAS|2019|2|8.0|300|2019-2
DATILE|FRUTAS|2019|3|8.0|2150|2019-3
DATILE|FRUTAS|2019|4|8.0|39620|2019-4
DATILE|FRUTAS|2019|5|8.0|12300|2019-5
DATILE|FRUTAS|2019|6|8.0|255|2019-6
DATILE|FRUTAS|2019|8|8.8|1500|2019-8
DATILE|FRUTAS|2019|9|8.8|23540|2019-9
DATILE|FRUTAS|2019|10|8.600000000000001|27340|2019-10
DATILE|FRUTAS|2019|11|8.4|23380|2019-11
DATILE|FRUTAS|2019|12|8.4|71220|2019-12
DATILE|FRUTAS|2020|1|8.4|16020|2020-1
DATILE|FRUTAS|2020|2|8.4|1500|2020-2
DATILE|FRUTAS|2020|3|8.4|2000|2020-3
DATILE|FRUTAS|2020|4|8.4|4200|2020-4
DATILE|FRUTAS|2020|5|8.4|28720|2020-5
DATILE|FRUTAS|2020|7|8.4|5740|2020-7
DATILE|FRUTAS|2020|8|8.4|3960|2020-8
DATILE|FRUTAS|2020|9|8.4|24600|2020-9
DATILE|FRUTAS|2020|10|8.4|91588|2020-10
DATILE|FRUTAS|2020|11|8.4|44680|2020-11
ENDIVIA|HORTALIZAS|2018|1|1.232125|40290|2018-1
ENDIVIA|HORTALIZAS|2018|2|1.1525|32240|2018-2
ENDIVIA|HORTALIZAS|2018|3|1.125|28810|2018-3
ENDIVIA|HORTALIZAS|2018|4|1.125|11578|2018-4
ENDIVIA|HORTALIZAS|2018|5|1.125|104080|2018-5
ENDIVIA|HORTALIZAS|2018|6|1.2082291666666667|91060|2018-6
ENDIVIA|HORTALIZAS|2018|7|1.3599999999999999|197880|2018-7
ENDIVIA|HORTALIZAS|2018|8|1.3599999999999999|78970|2018-8
ENDIVIA|HORTALIZAS|2018|9|1.3599999999999999|119220|2018-9
ENDIVIA|HORTALIZAS|2018|10|1.3599999999999999|44460|2018-10
ENDIVIA|HORTALIZAS|2018|11|1.3599999999999999|45810|2018-11
ENDIVIA|HORTALIZAS|2018|12|1.2|121525|2018-12
ENDIVIA|HORTALIZAS|2019|1|1.2|115210|2019-1
ENDIVIA|HORTALIZAS|2019|2|1.065|83460|2019-2
ENDIVIA|HORTALIZAS|2019|3|1.0|73990|2019-3
ENDIVIA|HORTALIZAS|2019|4|1.0146875|45420|2019-4
ENDIVIA|HORTALIZAS|2019|5|1.0150000000000001|74180|2019-5
ENDIVIA|HORTALIZAS|2019|6|0.8500510204285714|100400|2019-6
ENDIVIA|HORTALIZAS|2019|7|0.75|42300|2019-7
ENDIVIA|HORTALIZAS|2019|8|0.75|32800|2019-8
ENDIVIA|HORTALIZAS|2019|9|0.75|12220|2019-9
ENDIVIA|HORTALIZAS|2019|10|0.715|28860|2019-10
ENDIVIA|HORTALIZAS|2019|11|0.61|21240|2019-11
ENDIVIA|HORTALIZAS|2019|12|0.61|16440|2019-12
ENDIVIA|HORTALIZAS|2020|1|0.61|10020|2020-1
ENDIVIA|HORTALIZAS|2020|2|0.605|26090|2020-2
ENDIVIA|HORTALIZAS|2020|3|0.595|41160|2020-3
ENDIVIA|HORTALIZAS|2020|4|0.595|116580|2020-4
ENDIVIA|HORTALIZAS|2020|5|0.595|156600|2020-5
ENDIVIA|HORTALIZAS|2020|6|0.595|120333|2020-6
ENDIVIA|HORTALIZAS|2020|7|0.595|242105|2020-7
ENDIVIA|HORTALIZAS|2020|8|0.595|246540|2020-8
ENDIVIA|HORTALIZAS|2020|9|0.5950000000000001|171236|2020-9
ENDIVIA|HORTALIZAS|2020|10|0.43756249999999997|163590|2020-10
ENDIVIA|HORTALIZAS|2020|11|0.43|252190|2020-11
ENDÍBIA|HORTALIZAS|2018|1|0.85|150613|2018-1
ENDÍBIA|HORTALIZAS|2018|2|0.983215035|142281|2018-2
ENDÍBIA|HORTALIZAS|2018|3|0.8752342716999999|178386|2018-3
ENDÍBIA|HORTALIZAS|2018|4|0.85|223262|2018-4
ENDÍBIA|HORTALIZAS|2018|5|0.8024121477999999|187963|2018-5
ENDÍBIA|HORTALIZAS|2018|6|0.8267865030999999|158833|2018-6
ENDÍBIA|HORTALIZAS|2018|7|0.85|157870|2018-7
ENDÍBIA|HORTALIZAS|2018|8|0.85|165949|2018-8
ENDÍBIA|HORTALIZAS|2018|9|0.85|150317|2018-9
ENDÍBIA|HORTALIZAS|2018|10|0.85|165411|2018-10
ENDÍBIA|HORTALIZAS|2018|11|0.85|132973|2018-11
ENDÍBIA|HORTALIZAS|2018|12|0.8499999999999999|156956|2018-12
ENDÍBIA|HORTALIZAS|2019|1|0.85|209480|2019-1
ENDÍBIA|HORTALIZAS|2019|2|0.9107485456|226463|2019-2
ENDÍBIA|HORTALIZAS|2019|3|1.0|243666|2019-3
ENDÍBIA|HORTALIZAS|2019|4|1.0|171434|2019-4
ENDÍBIA|HORTALIZAS|2019|5|1.0482435213999999|202882|2019-5
ENDÍBIA|HORTALIZAS|2019|6|1.0646825396363637|151586|2019-6
ENDÍBIA|HORTALIZAS|2019|7|1.0|201323|2019-7
ENDÍBIA|HORTALIZAS|2019|8|0.9695629698571429|116131|2019-8
ENDÍBIA|HORTALIZAS|2019|9|0.8758657058571429|120016|2019-9
ENDÍBIA|HORTALIZAS|2019|10|0.8000000000000002|162659|2019-10
ENDÍBIA|HORTALIZAS|2019|11|0.8|133946|2019-11
ENDÍBIA|HORTALIZAS|2019|12|0.8|113392|2019-12
ENDÍBIA|HORTALIZAS|2020|1|0.8080481422857143|152128|2020-1
ENDÍBIA|HORTALIZAS|2020|2|0.9|112437|2020-2
ENDÍBIA|HORTALIZAS|2020|3|0.9|170158|2020-3
ENDÍBIA|HORTALIZAS|2020|4|0.9|161393|2020-4
ENDÍBIA|HORTALIZAS|2020|5|0.9|167821|2020-5
ENDÍBIA|HORTALIZAS|2020|6|0.9|140224|2020-6
ENDÍBIA|HORTALIZAS|2020|7|0.9|98578|2020-7
ENDÍBIA|HORTALIZAS|2020|8|0.8999999999999999|74827|2020-8
ENDÍBIA|HORTALIZAS|2020|9|0.9|103215|2020-9
ENDÍBIA|HORTALIZAS|2020|10|0.9094169719999999|85803|2020-10
