YEAR|MONTH|product|Volumen|Valor (miles de €)|Precio medio kg|Consumo per capita|Gasto per capita
2018|9|ZANAHORIAS|12505.98|11431.29|0.91|0.27|0.25
2018|9|CALABACINES|17626.78|23512.91|1.33|0.39|0.52
2018|9|OTR.HORTALIZAS/VERD.|26554.13|63685.82|2.4|0.58|1.4
2018|9|BROCOLI|3246.24|5846.8|1.8|0.07|0.13
2018|9|ALCACHOFAS|515.75|1212.51|2.35|0.01|0.03
2018|9|VERD./HORT. IV GAMA|26825.19|65620.45|2.45|0.59|1.44
2018|9|T.FRUTAS FRESCAS|382391.45|551663.52|1.44|8.38|12.09
2018|9|NARANJAS|28861.28|40287.32|1.4|0.63|0.88
2018|9|MANDARINAS|3738.57|7080.61|1.89|0.08|0.16
2018|9|LIMONES|8956.7|19498.07|2.18|0.2|0.43
2018|9|PLATANOS|38153.29|63572.1|1.67|0.84|1.39
2018|9|MANZANAS|32713.98|54384.53|1.66|0.72|1.19
2018|9|PERAS|21445.93|32432.12|1.51|0.47|0.71
2018|9|MELOCOTONES|30561.74|49033.85|1.6|0.67|1.07
2018|9|NECTARINAS|15797.58|23971.75|1.52|0.35|0.53
2018|9|ALBARICOQUES|728.89|1654.27|2.27|0.02|0.04
2018|9|FRESONES|786.66|3120.87|3.97|0.02|0.07
2018|9|MELONES|72052.01|55848.01|0.78|1.58|1.22
2018|9|SANDIAS|58114.64|36383.18|0.63|1.27|0.8
2018|9|CIRUELAS|13318.25|24433.55|1.83|0.29|0.54
2018|9|CEREZAS|852.11|2329.98|2.73|0.02|0.05
2018|9|UVAS|19200.42|38824.39|2.02|0.42|0.85
2018|9|KIWI|8710.31|28964.36|3.33|0.19|0.63
2018|9|AGUACATE|3844.01|14597.92|3.8|0.08|0.32
2018|9|PIÑAS|3998.31|7042.92|1.76|0.09|0.15
2018|9|OTRAS FRUTAS FRESCAS|20556.77|48203.72|2.34|0.45|1.06
2018|9|POMELO|1031.22|1936.46|1.88|0.02|0.04
2018|9|CHIRIMOYAS|0.0|0.0|0.0|0.0|0.0
2018|9|FRUTAS IV GAMA|16362.12|22518.6|1.38|0.36|0.49
2018|10|TOTAL PATATAS|118828.76|103351.07|0.87|2.6|2.26
2018|10|PATATAS FRESCAS|88636.39|71723.62|0.81|1.94|1.57
2018|10|PATATAS CONGELADAS|3968.79|5023.53|1.27|0.09|0.11
2018|10|PATATAS PROCESADAS|5244.72|26603.92|5.07|0.11|0.58
2018|10|PATATAS FRITAS|4182.2|25035.96|5.99|0.09|0.55
2018|10|T.HORTALIZAS FRESCAS|227552.96|425496.43|1.87|4.99|9.32
2018|10|TOMATES|50166.84|87140.08|1.74|1.1|1.91
2018|10|CEBOLLAS|28108.03|30845.61|1.1|0.62|0.68
2018|10|AJOS|2557.29|10238.14|4.0|0.06|0.22
2018|10|COLES|5197.61|6056.31|1.17|0.11|0.13
2018|10|PEPINOS|7537.08|10732.55|1.42|0.17|0.24
2018|10|JUDIAS VERDES|6617.29|20576.87|3.11|0.15|0.45
2018|10|PIMIENTOS|25912.39|46881.2|1.81|0.57|1.03
2018|10|CHAMPIÑONES|5895.66|27009.22|4.58|0.13|0.59
2018|10|LECHUGAS|13260.72|37820.73|2.85|0.29|0.83
2018|10|ESPARRAGOS|1620.56|4387.07|2.71|0.04|0.1
2018|10|VERDURAS DE HOJA|4955.05|11605.62|2.34|0.11|0.25
2018|10|BERENJENAS|7146.65|11159.32|1.56|0.16|0.24
2018|10|ZANAHORIAS|13860.46|12885.69|0.93|0.3|0.28
2018|10|CALABACINES|15878.8|22678.13|1.43|0.35|0.5
2018|10|OTR.HORTALIZAS/VERD.|38838.52|85479.89|2.2|0.85|1.87
2018|10|BROCOLI|4633.11|7784.53|1.68|0.1|0.17
2018|10|ALCACHOFAS|844.7|2286.03|2.71|0.02|0.05
2018|10|VERD./HORT. IV GAMA|28995.0|70714.64|2.44|0.64|1.55
2018|10|T.FRUTAS FRESCAS|352756.55|586426.38|1.66|7.73|12.85
2018|10|NARANJAS|38313.49|51743.8|1.35|0.84|1.13
2018|10|MANDARINAS|23546.76|35491.86|1.51|0.52|0.78
2018|10|LIMONES|10503.8|20258.65|1.93|0.23|0.44
2018|10|PLATANOS|46170.88|76099.3|1.65|1.01|1.67
2018|10|MANZANAS|46714.98|70431.72|1.51|1.02|1.54
2018|10|PERAS|24544.48|36872.22|1.5|0.54|0.81
2018|10|MELOCOTONES|16796.19|33350.3|1.99|0.37|0.73
2018|10|NECTARINAS|3947.63|6052.54|1.53|0.09|0.13
2018|10|ALBARICOQUES|627.45|1763.76|2.81|0.01|0.04
2018|10|FRESONES|1094.03|3630.05|3.32|0.02|0.08
2018|10|MELONES|43584.42|41513.24|0.95|0.96|0.91
2018|10|SANDIAS|13908.89|10845.18|0.78|0.3|0.24
2018|10|CIRUELAS|7834.43|14763.38|1.88|0.17|0.32
2018|10|CEREZAS|723.43|2052.39|2.84|0.02|0.04
2018|10|UVAS|20245.07|45118.57|2.23|0.44|0.99
2018|10|KIWI|11382.52|35854.73|3.15|0.25|0.79
2018|10|AGUACATE|5047.99|17239.66|3.42|0.11|0.38
2018|10|PIÑAS|5967.47|10142.77|1.7|0.13|0.22
2018|10|OTRAS FRUTAS FRESCAS|31802.64|73202.26|2.3|0.7|1.6
2018|10|POMELO|1102.07|1925.61|1.75|0.02|0.04
2018|10|CHIRIMOYAS|7.81|24.38|3.12|0.0|0.0
2018|10|FRUTAS IV GAMA|16475.8|30956.06|1.88|0.36|0.68
2018|11|TOTAL PATATAS|102803.4|91068.85|0.89|2.25|2.0
2018|11|PATATAS FRESCAS|74998.15|61055.52|0.81|1.64|1.34
2018|11|PATATAS CONGELADAS|3644.96|4550.48|1.25|0.08|0.1
2018|11|PATATAS PROCESADAS|4832.06|25462.85|5.27|0.11|0.56
2018|11|PATATAS FRITAS|3923.91|24170.15|6.16|0.09|0.53
2018|11|T.HORTALIZAS FRESCAS|198015.71|379194.59|1.91|4.34|8.31
2018|11|TOMATES|38510.74|66977.18|1.74|0.84|1.47
2018|11|CEBOLLAS|27566.55|28770.63|1.04|0.6|0.63
2018|11|AJOS|2544.7|10786.94|4.24|0.06|0.24
2018|11|COLES|6827.29|7996.66|1.17|0.15|0.18
2018|11|PEPINOS|4645.17|7550.3|1.63|0.1|0.17
2018|11|JUDIAS VERDES|6812.99|20722.3|3.04|0.15|0.45
2018|11|PIMIENTOS|15632.97|28636.08|1.83|0.34|0.63
2018|11|CHAMPIÑONES|6509.97|28950.75|4.45|0.14|0.63
2018|11|LECHUGAS|11306.83|32313.64|2.86|0.25|0.71
2018|11|ESPARRAGOS|1457.68|3817.18|2.62|0.03|0.08
2018|11|VERDURAS DE HOJA|5755.71|12565.77|2.18|0.13|0.28
2018|11|BERENJENAS|5288.15|8754.11|1.66|0.12|0.19
2018|11|ZANAHORIAS|12655.23|11147.78|0.88|0.28|0.24
2018|11|CALABACINES|11767.43|21406.61|1.82|0.26|0.47
2018|11|OTR.HORTALIZAS/VERD.|40734.3|88798.66|2.18|0.89|1.95
2018|11|BROCOLI|5416.76|8353.6|1.54|0.12|0.18
2018|11|ALCACHOFAS|1547.91|4708.13|3.04|0.03|0.1
2018|11|VERD./HORT. IV GAMA|24484.56|62014.02|2.53|0.54|1.36
2018|11|T.FRUTAS FRESCAS|317603.53|498882.17|1.57|6.96|10.93
2018|11|NARANJAS|58300.7|58273.29|1.0|1.28|1.28
2018|11|MANDARINAS|42572.29|54235.99|1.27|0.93|1.19
2018|11|LIMONES|8144.4|13980.26|1.72|0.18|0.31
2018|11|PLATANOS|46718.59|75210.79|1.61|1.02|1.65
2018|11|MANZANAS|46056.3|67036.95|1.46|1.01|1.47
2018|11|PERAS|21498.51|32607.88|1.52|0.47|0.71
2018|11|MELOCOTONES|3106.42|6620.48|2.13|0.07|0.15
2018|11|NECTARINAS|631.29|773.92|1.23|0.01|0.02
2018|11|ALBARICOQUES|189.17|334.6|1.77|0.0|0.01
2018|11|FRESONES|932.63|2717.29|2.91|0.02|0.06
2018|11|MELONES|9873.51|13743.22|1.39|0.22|0.3
2018|11|SANDIAS|1791.9|2415.03|1.35|0.04|0.05
2018|11|CIRUELAS|2415.47|4490.52|1.86|0.05|0.1
2018|11|CEREZAS|203.53|979.24|4.81|0.0|0.02
2018|11|UVAS|12991.17|32280.63|2.48|0.28|0.71
2018|11|KIWI|13404.4|39308.67|2.93|0.29|0.86
2018|11|AGUACATE|5146.95|16071.88|3.12|0.11|0.35
2018|11|PIÑAS|7336.3|9518.25|1.3|0.16|0.21
2018|11|OTRAS FRUTAS FRESCAS|36290.01|68283.28|1.88|0.8|1.5
2018|11|POMELO|1109.26|1913.15|1.72|0.02|0.04
2018|11|CHIRIMOYAS|11.81|24.86|2.11|0.0|0.0
2018|11|FRUTAS IV GAMA|15547.41|25874.5|1.66|0.34|0.57
2018|12|TOTAL PATATAS|111273.02|102110.23|0.92|2.44|2.24
2018|12|PATATAS FRESCAS|78220.3|65669.19|0.84|1.71|1.44
2018|12|PATATAS CONGELADAS|3751.81|4946.54|1.32|0.08|0.11
2018|12|PATATAS PROCESADAS|5860.18|31494.5|5.37|0.13|0.69
2018|12|PATATAS FRITAS|4755.75|29840.5|6.27|0.1|0.65
2018|12|T.HORTALIZAS FRESCAS|189799.11|365492.02|1.93|4.16|8.01
2018|12|TOMATES|37937.21|68158.81|1.8|0.83|1.49
2018|12|CEBOLLAS|25814.98|29395.15|1.14|0.57|0.64
2018|12|AJOS|2690.42|11107.07|4.13|0.06|0.24
2018|12|COLES|6494.95|8034.18|1.24|0.14|0.18
2018|12|PEPINOS|3899.22|5950.79|1.53|0.09|0.13
2018|12|JUDIAS VERDES|5926.22|16652.32|2.81|0.13|0.36
2018|12|PIMIENTOS|13950.54|27056.2|1.94|0.31|0.59
2018|12|CHAMPIÑONES|5785.83|25837.42|4.47|0.13|0.57
2018|12|LECHUGAS|12606.24|35629.11|2.83|0.28|0.78
2018|12|ESPARRAGOS|1180.25|3382.38|2.87|0.03|0.07
2018|12|VERDURAS DE HOJA|4184.41|10332.17|2.47|0.09|0.23
2018|12|BERENJENAS|3845.98|6521.06|1.7|0.08|0.14
2018|12|ZANAHORIAS|12123.87|10940.78|0.9|0.27|0.24
2018|12|CALABACINES|11395.31|17904.26|1.57|0.25|0.39
2018|12|OTR.HORTALIZAS/VERD.|41963.67|88590.32|2.11|0.92|1.94
2018|12|BROCOLI|5110.96|7416.66|1.45|0.11|0.16
2018|12|ALCACHOFAS|4510.1|9811.06|2.18|0.1|0.21
2018|12|VERD./HORT. IV GAMA|22156.79|59785.92|2.7|0.49|1.31
2018|12|T.FRUTAS FRESCAS|294882.98|450714.28|1.53|6.46|9.88
2018|12|NARANJAS|66397.9|61723.71|0.93|1.46|1.35
2018|12|MANDARINAS|44941.35|54528.09|1.21|0.98|1.19
2018|12|LIMONES|9008.91|13628.38|1.51|0.2|0.3
2018|12|PLATANOS|42540.82|70350.74|1.65|0.93|1.54
2018|12|MANZANAS|34623.41|50875.99|1.47|0.76|1.11
2018|12|PERAS|17945.58|26627.78|1.48|0.39|0.58
2018|12|MELOCOTONES|172.38|266.11|1.54|0.0|0.01
2018|12|NECTARINAS|796.09|825.22|1.04|0.02|0.02
2018|12|ALBARICOQUES|156.73|256.04|1.63|0.0|0.01
2018|12|FRESONES|1130.95|4505.21|3.98|0.02|0.1
2018|12|MELONES|6896.06|11056.15|1.6|0.15|0.24
2018|12|SANDIAS|207.32|416.12|2.01|0.0|0.01
2018|12|CIRUELAS|596.01|1066.33|1.79|0.01|0.02
2018|12|CEREZAS|685.99|2995.5|4.37|0.02|0.07
2018|12|UVAS|10876.07|28989.45|2.67|0.24|0.64
2018|12|KIWI|12206.34|33039.17|2.71|0.27|0.72
2018|12|AGUACATE|5288.58|16717.11|3.16|0.12|0.37
2018|12|PIÑAS|14555.96|18935.19|1.3|0.32|0.41
2018|12|OTRAS FRUTAS FRESCAS|25856.52|53911.98|2.09|0.57|1.18
2018|12|POMELO|1069.47|1881.55|1.76|0.02|0.04
2018|12|CHIRIMOYAS|14.19|69.62|4.91|0.0|0.0
2018|12|FRUTAS IV GAMA|12739.61|22506.8|1.77|0.28|0.49
2019|1|TOTAL PATATAS|109465.69|98564.75|0.9|2.37|2.14
2019|1|PATATAS FRESCAS|79929.19|66698.49|0.83|1.73|1.45
2019|1|PATATAS CONGELADAS|3846.64|4855.67|1.26|0.08|0.11
2019|1|PATATAS PROCESADAS|5137.97|27010.59|5.26|0.11|0.59
2019|1|PATATAS FRITAS|4107.22|25518.21|6.21|0.09|0.55
2019|1|T.HORTALIZAS FRESCAS|212480.62|407802.47|1.92|4.61|8.84
2019|1|TOMATES|39508.2|70691.74|1.79|0.86|1.53
2019|1|CEBOLLAS|27554.46|31535.65|1.14|0.6|0.68
2019|1|AJOS|2842.97|11172.94|3.93|0.06|0.24
2019|1|COLES|7957.95|9963.54|1.25|0.17|0.22
2019|1|PEPINOS|4171.28|6712.9|1.61|0.09|0.15
2019|1|JUDIAS VERDES|5390.95|18352.45|3.4|0.12|0.4
2019|1|PIMIENTOS|16221.12|31649.41|1.95|0.35|0.69
2019|1|CHAMPIÑONES|5786.94|22455.32|3.88|0.13|0.49
2019|1|LECHUGAS|13385.06|37768.28|2.82|0.29|0.82
2019|1|ESPARRAGOS|1275.81|3881.53|3.04|0.03|0.08
2019|1|VERDURAS DE HOJA|5139.15|12184.1|2.37|0.11|0.26
2019|1|BERENJENAS|3694.55|8111.14|2.2|0.08|0.18
2019|1|ZANAHORIAS|14048.02|12605.01|0.9|0.3|0.27
2019|1|CALABACINES|13376.17|24041.56|1.8|0.29|0.52
2019|1|OTR.HORTALIZAS/VERD.|52128.0|106676.9|2.05|1.13|2.31
2019|1|BROCOLI|6865.24|9535.59|1.39|0.15|0.21
2019|1|ALCACHOFAS|9609.03|18842.8|1.96|0.21|0.41
2019|1|APIO|2726.27|3965.95|1.45|0.06|0.09
2019|1|COLIFLOR|3010.72|4340.58|1.44|0.07|0.09
2019|1|VERD./HORT. IV GAMA|24622.38|68222.61|2.77|0.53|1.48
2019|1|PUERROS|4703.54|12932.78|2.75|0.1|0.28
2019|1|T.FRUTAS FRESCAS|320524.47|474026.64|1.48|6.95|10.28
2019|1|NARANJAS|90555.5|77640.5|0.86|1.96|1.68
2019|1|MANDARINAS|49162.16|59683.04|1.21|1.07|1.29
2019|1|LIMONES|8457.3|12073.88|1.43|0.18|0.26
2019|1|PLATANOS|49210.08|81173.34|1.65|1.07|1.76
2019|1|MANZANAS|40580.86|57749.23|1.42|0.88|1.25
2019|1|PERAS|20087.21|28791.27|1.43|0.44|0.62
2019|1|MELOCOTONES|111.93|167.8|1.5|0.0|0.0
2019|1|NECTARINAS|717.09|910.17|1.27|0.02|0.02
2019|1|ALBARICOQUES|172.92|265.06|1.53|0.0|0.01
2019|1|FRESONES|7040.89|27848.07|3.96|0.15|0.6
2019|1|MELONES|5494.63|8326.27|1.52|0.12|0.18
2019|1|SANDIAS|314.82|380.26|1.21|0.01|0.01
2019|1|CIRUELAS|473.82|973.84|2.06|0.01|0.02
2019|1|CEREZAS|139.86|899.87|6.43|0.0|0.02
2019|1|UVAS|5294.24|15511.76|2.93|0.11|0.34
2019|1|KIWI|11586.83|32261.33|2.78|0.25|0.7
2019|1|AGUACATE|5605.28|18510.93|3.3|0.12|0.4
2019|1|PIÑAS|9539.64|14441.56|1.51|0.21|0.31
2019|1|OTRAS FRUTAS FRESCAS|15979.4|36418.47|2.28|0.35|0.79
2019|1|POMELO|1262.43|2115.07|1.68|0.03|0.05
2019|1|CHIRIMOYAS|15.35|44.72|2.91|0.0|0.0
2019|1|MANGOS|2269.66|6126.89|2.7|0.05|0.13
2019|1|FRUTAS IV GAMA|15423.42|25196.75|1.63|0.33|0.55
2019|2|TOTAL PATATAS|99731.9|90350.52|0.91|2.16|1.96
2019|2|PATATAS FRESCAS|72061.93|60635.58|0.84|1.56|1.31
2019|2|PATATAS CONGELADAS|3612.25|4585.49|1.27|0.08|0.1
2019|2|PATATAS PROCESADAS|4811.54|25129.45|5.22|0.1|0.54
2019|2|PATATAS FRITAS|3926.5|23876.17|6.08|0.09|0.52
2019|2|T.HORTALIZAS FRESCAS|206595.31|388007.29|1.88|4.48|8.41
2019|2|TOMATES|38829.74|68021.54|1.75|0.84|1.47
2019|2|CEBOLLAS|25914.54|31681.42|1.22|0.56|0.69
2019|2|AJOS|2443.16|10279.97|4.21|0.05|0.22
2019|2|COLES|6703.91|8264.81|1.23|0.15|0.18
2019|2|PEPINOS|3820.55|6871.17|1.8|0.08|0.15
2019|2|JUDIAS VERDES|3905.98|16374.17|4.19|0.08|0.36
2019|2|PIMIENTOS|15664.82|30100.44|1.92|0.34|0.65
2019|2|CHAMPIÑONES|5342.55|20324.04|3.8|0.12|0.44
2019|2|LECHUGAS|12740.95|36180.3|2.84|0.28|0.78
2019|2|ESPARRAGOS|2187.73|4756.96|2.17|0.05|0.1
2019|2|VERDURAS DE HOJA|5732.15|12900.86|2.25|0.12|0.28
2019|2|BERENJENAS|4373.33|8046.83|1.84|0.09|0.17
2019|2|ZANAHORIAS|12742.79|11388.19|0.89|0.28|0.25
2019|2|CALABACINES|14846.31|23093.35|1.56|0.32|0.5
2019|2|OTR.HORTALIZAS/VERD.|51346.8|99723.23|1.94|1.11|2.16
2019|2|BROCOLI|6109.63|9192.84|1.5|0.13|0.2
2019|2|ALCACHOFAS|11879.87|19629.89|1.65|0.26|0.43
2019|2|APIO|2076.1|3009.68|1.45|0.05|0.07
2019|2|COLIFLOR|3688.95|4438.23|1.2|0.08|0.1
2019|2|VERD./HORT. IV GAMA|23466.33|63282.16|2.7|0.51|1.37
2019|2|PUERROS|4302.28|11201.67|2.6|0.09|0.24
2019|2|T.FRUTAS FRESCAS|302194.16|479617.93|1.59|6.55|10.4
2019|2|NARANJAS|86560.42|74248.29|0.86|1.88|1.61
2019|2|MANDARINAS|37587.58|51994.38|1.38|0.81|1.13
2019|2|LIMONES|7566.4|11532.39|1.52|0.16|0.25
2019|2|PLATANOS|48462.55|80430.78|1.66|1.05|1.74
2019|2|MANZANAS|40297.8|58101.91|1.44|0.87|1.26
2019|2|PERAS|19149.51|28360.3|1.48|0.42|0.61
2019|2|MELOCOTONES|143.01|246.22|1.72|0.0|0.01
2019|2|NECTARINAS|567.99|1188.45|2.09|0.01|0.03
2019|2|ALBARICOQUES|251.45|285.39|1.13|0.01|0.01
2019|2|FRESONES|19620.16|65757.77|3.35|0.43|1.43
2019|2|MELONES|4665.6|7765.56|1.66|0.1|0.17
2019|2|SANDIAS|212.63|445.37|2.09|0.0|0.01
2019|2|CIRUELAS|864.86|2017.96|2.33|0.02|0.04
2019|2|CEREZAS|62.6|423.56|6.77|0.0|0.01
2019|2|UVAS|3439.24|12135.51|3.53|0.07|0.26
2019|2|KIWI|10914.48|30019.18|2.75|0.24|0.65
2019|2|AGUACATE|5005.88|17784.42|3.55|0.11|0.39
2019|2|PIÑAS|7068.32|11680.34|1.65|0.15|0.25
2019|2|OTRAS FRUTAS FRESCAS|9753.68|25200.17|2.58|0.21|0.55
2019|2|POMELO|1486.54|2692.08|1.81|0.03|0.06
2019|2|CHIRIMOYAS|4.14|28.5|6.89|0.0|0.0
2019|2|MANGOS|2511.43|6501.23|2.59|0.05|0.14
2019|2|FRUTAS IV GAMA|13514.38|24993.46|1.85|0.29|0.54
2019|3|TOTAL PATATAS|106250.4|99321.95|0.93|2.3|2.15
2019|3|PATATAS FRESCAS|76773.78|66377.2|0.86|1.66|1.44
2019|3|PATATAS CONGELADAS|3696.36|4677.04|1.27|0.08|0.1
2019|3|PATATAS PROCESADAS|5156.05|28267.71|5.48|0.11|0.61
2019|3|PATATAS FRITAS|4236.67|26848.46|6.34|0.09|0.58
2019|3|T.HORTALIZAS FRESCAS|228602.28|426579.89|1.87|4.96|9.25
2019|3|TOMATES|44314.17|77026.26|1.74|0.96|1.67
2019|3|CEBOLLAS|27553.74|36332.75|1.32|0.6|0.79
2019|3|AJOS|2773.22|11266.71|4.06|0.06|0.24
2019|3|COLES|5886.22|6976.06|1.19|0.13|0.15
2019|3|PEPINOS|4931.17|8730.47|1.77|0.11|0.19
2019|3|JUDIAS VERDES|6390.25|20666.58|3.23|0.14|0.45
2019|3|PIMIENTOS|16885.87|33489.66|1.98|0.37|0.73
2019|3|CHAMPIÑONES|5933.91|22379.09|3.77|0.13|0.49
2019|3|LECHUGAS|15028.88|41891.97|2.79|0.33|0.91
2019|3|ESPARRAGOS|4757.93|9404.12|1.98|0.1|0.2
2019|3|VERDURAS DE HOJA|5900.23|13369.24|2.27|0.13|0.29
2019|3|BERENJENAS|6267.27|8432.39|1.35|0.14|0.18
2019|3|ZANAHORIAS|12664.71|11609.77|0.92|0.27|0.25
2019|3|CALABACINES|16054.91|20233.42|1.26|0.35|0.44
2019|3|OTR.HORTALIZAS/VERD.|53259.8|104771.4|1.97|1.15|2.27
2019|3|BROCOLI|5825.76|8650.19|1.48|0.13|0.19
2019|3|ALCACHOFAS|12314.1|18076.22|1.47|0.27|0.39
2019|3|APIO|1426.19|2210.84|1.55|0.03|0.05
2019|3|COLIFLOR|3512.95|4183.92|1.19|0.08|0.09
2019|3|VERD./HORT. IV GAMA|26850.41|72414.5|2.7|0.58|1.57
2019|3|PUERROS|4271.48|11661.54|2.73|0.09|0.25
2019|3|T.FRUTAS FRESCAS|339129.81|542032.77|1.6|7.35|11.75
2019|3|NARANJAS|96625.02|85468.41|0.88|2.09|1.85
2019|3|MANDARINAS|28174.41|43869.34|1.56|0.61|0.95
2019|3|LIMONES|8357.41|11719.74|1.4|0.18|0.25
2019|3|PLATANOS|54868.69|91288.67|1.66|1.19|1.98
2019|3|MANZANAS|46754.61|66893.34|1.43|1.01|1.45
2019|3|PERAS|21990.28|32369.63|1.47|0.48|0.7
2019|3|MELOCOTONES|66.46|101.42|1.53|0.0|0.0
2019|3|NECTARINAS|699.65|1605.53|2.29|0.02|0.03
2019|3|ALBARICOQUES|129.26|191.82|1.48|0.0|0.0
2019|3|FRESONES|35088.2|93849.38|2.67|0.76|2.03
2019|3|MELONES|5665.43|9716.91|1.72|0.12|0.21
2019|3|SANDIAS|2588.98|4386.56|1.69|0.06|0.1
2019|3|CIRUELAS|1309.59|3704.72|2.83|0.03|0.08
2019|3|CEREZAS|77.09|315.87|4.1|0.0|0.01
2019|3|UVAS|3263.66|11947.57|3.66|0.07|0.26
2019|3|KIWI|12224.85|31190.28|2.55|0.27|0.68
2019|3|AGUACATE|5563.53|19427.08|3.49|0.12|0.42
2019|3|PIÑAS|7830.2|12036.14|1.54|0.17|0.26
2019|3|OTRAS FRUTAS FRESCAS|7852.49|21950.35|2.8|0.17|0.48
2019|3|POMELO|1139.76|1898.89|1.67|0.02|0.04
2019|3|CHIRIMOYAS|4.71|34.72|7.37|0.0|0.0
2019|3|MANGOS|2374.6|5847.57|2.46|0.05|0.13
2019|3|FRUTAS IV GAMA|16505.98|29554.61|1.79|0.36|0.64
2019|4|TOTAL PATATAS|105168.17|99384.49|0.95|2.28|2.15
2019|4|PATATAS FRESCAS|74953.7|66417.38|0.89|1.63|1.44
2019|4|PATATAS CONGELADAS|3690.24|4763.32|1.29|0.08|0.1
2019|4|PATATAS PROCESADAS|5304.85|28203.79|5.32|0.12|0.61
2019|4|PATATAS FRITAS|4372.65|26829.57|6.14|0.09|0.58
2019|4|T.HORTALIZAS FRESCAS|210916.55|399422.96|1.89|4.57|8.66
2019|4|TOMATES|41122.87|73126.58|1.78|0.89|1.59
2019|4|CEBOLLAS|26626.49|38176.09|1.43|0.58|0.83
2019|4|AJOS|2788.76|12003.36|4.3|0.06|0.26
2019|4|COLES|4484.52|5422.68|1.21|0.1|0.12
2019|4|PEPINOS|5787.47|9025.77|1.56|0.13|0.2
2019|4|JUDIAS VERDES|6814.45|19594.8|2.88|0.15|0.42
2019|4|PIMIENTOS|16903.2|32420.24|1.92|0.37|0.7
2019|4|CHAMPIÑONES|5428.95|20463.25|3.77|0.12|0.44
2019|4|LECHUGAS|13665.81|39298.91|2.88|0.3|0.85
2019|4|ESPARRAGOS|5852.42|12484.74|2.13|0.13|0.27
2019|4|VERDURAS DE HOJA|5340.62|12817.86|2.4|0.12|0.28
2019|4|BERENJENAS|5646.54|7303.74|1.29|0.12|0.16
2019|4|ZANAHORIAS|12854.81|11439.02|0.89|0.28|0.25
2019|4|CALABACINES|15121.78|19651.76|1.3|0.33|0.43
2019|4|OTR.HORTALIZAS/VERD.|42477.87|86194.16|2.03|0.92|1.87
2019|4|BROCOLI|4172.13|7392.98|1.77|0.09|0.16
2019|4|ALCACHOFAS|8982.37|13163.47|1.47|0.19|0.29
2019|4|APIO|1933.27|2721.93|1.41|0.04|0.06
2019|4|COLIFLOR|2524.3|3477.72|1.38|0.05|0.08
2019|4|VERD./HORT. IV GAMA|26112.5|67692.55|2.59|0.57|1.47
2019|4|PUERROS|3925.41|9873.93|2.52|0.09|0.21
2019|4|T.FRUTAS FRESCAS|320577.94|493202.08|1.54|6.95|10.69
2019|4|NARANJAS|87111.72|77421.83|0.89|1.89|1.68
2019|4|MANDARINAS|20956.3|33599.41|1.6|0.45|0.73
2019|4|LIMONES|8322.41|11370.52|1.37|0.18|0.25
2019|4|PLATANOS|53360.34|81012.98|1.52|1.16|1.76
2019|4|MANZANAS|43075.84|61119.78|1.42|0.93|1.33
2019|4|PERAS|19363.55|28906.31|1.49|0.42|0.63
2019|4|MELOCOTONES|256.07|784.23|3.06|0.01|0.02
2019|4|NECTARINAS|569.51|1284.37|2.26|0.01|0.03
2019|4|ALBARICOQUES|241.9|605.8|2.5|0.01|0.01
2019|4|FRESONES|38353.43|77492.2|2.02|0.83|1.68
2019|4|MELONES|5299.18|9949.43|1.88|0.11|0.22
2019|4|SANDIAS|7113.98|10994.26|1.55|0.15|0.24
2019|4|CIRUELAS|1449.88|3797.62|2.62|0.03|0.08
2019|4|CEREZAS|148.23|357.48|2.41|0.0|0.01
2019|4|UVAS|2696.34|10082.0|3.74|0.06|0.22
2019|4|KIWI|10978.44|27363.95|2.49|0.24|0.59
2019|4|AGUACATE|5054.29|18251.89|3.61|0.11|0.4
2019|4|PIÑAS|7283.26|12054.17|1.66|0.16|0.26
2019|4|OTRAS FRUTAS FRESCAS|8943.25|26753.86|2.99|0.19|0.58
2019|4|POMELO|1374.62|2541.58|1.85|0.03|0.06
2019|4|CHIRIMOYAS|6.44|36.93|5.74|0.0|0.0
2019|4|MANGOS|2003.31|5308.18|2.65|0.04|0.12
2019|4|FRUTAS IV GAMA|18350.0|30852.59|1.68|0.4|0.67
2019|5|TOTAL PATATAS|109573.5|109738.7|1.0|2.38|2.38
2019|5|PATATAS FRESCAS|79597.13|76422.54|0.96|1.73|1.66
2019|5|PATATAS CONGELADAS|3354.12|4272.79|1.27|0.07|0.09
2019|5|PATATAS PROCESADAS|5324.45|29043.37|5.45|0.12|0.63
2019|5|PATATAS FRITAS|4351.76|27605.8|6.34|0.09|0.6
2019|5|T.HORTALIZAS FRESCAS|227480.0|422079.9|1.86|4.93|9.15
2019|5|TOMATES|53400.39|87081.37|1.63|1.16|1.89
2019|5|CEBOLLAS|27662.09|37451.85|1.35|0.6|0.81
2019|5|AJOS|2553.69|10486.55|4.11|0.06|0.23
2019|5|COLES|4500.2|5236.86|1.16|0.1|0.11
2019|5|PEPINOS|9193.34|12124.76|1.32|0.2|0.26
2019|5|JUDIAS VERDES|6432.45|18487.09|2.87|0.14|0.4
2019|5|PIMIENTOS|17326.8|35501.33|2.05|0.38|0.77
2019|5|CHAMPIÑONES|4842.19|18366.37|3.79|0.1|0.4
2019|5|LECHUGAS|17761.93|47659.8|2.68|0.39|1.03
