Year|Month_INICIO|Month_FIN|SECTOR|SUBSECTOR|PRODUCTO|PRECIO
2018|5|5||Hortícolas protegidos|MELON|0.9
2018|5|5||Hortícolas protegidos|MELON|0.96
2018|5|5||Hortícolas protegidos|MELON|0.33
2018|5|5||Hortícolas protegidos|MELON|0.84
2018|5|5||Hortícolas protegidos|MELON|0.29
2018|5|5||Hortícolas protegidos|MELON|0.53
2018|5|5||Hortícolas protegidos|MELON|1.14
2018|5|5||Hortícolas protegidos|MELON|0.27
2018|5|5||Hortícolas protegidos|MELON|0.82
2018|5|5||Hortícolas protegidos|MELON|0.87
2018|5|5||Hortícolas protegidos|MELON|1.34
2018|5|5||Hortícolas protegidos|MELON|0.78
2018|5|5||Hortícolas protegidos|MELON|0.25
2018|5|5||Hortícolas protegidos|MELON|0.77
2018|5|5||Hortícolas protegidos|MELON|0.12
2018|5|5||Hortícolas protegidos|MELON|0.35
2018|5|5||Hortícolas protegidos|MELON|0.35
2018|5|5||Hortícolas protegidos|MELON|0.68
2018|5|5||Hortícolas protegidos|MELON|0.24
2018|5|5||Hortícolas protegidos|MELON|0.23
2018|5|5||Hortícolas protegidos|MELON|0.81
2018|5|5||Hortícolas protegidos|MELON|0.27
2018|5|5||Hortícolas protegidos|MELON|0.66
2018|5|5||Citricos|NARANJA|0.74
2018|5|5||Citricos|NARANJA|0.77
2018|5|5||Citricos|NARANJA|0.75
2018|5|5||Hortícolas protegidos|PEPINO|0.93
2018|5|5||Hortícolas protegidos|PEPINO|0.58
2018|5|5||Hortícolas protegidos|PEPINO|0.15
2018|5|5||Hortícolas protegidos|PEPINO|0.62
2018|5|5||Hortícolas protegidos|PEPINO|0.72
2018|5|5||Hortícolas protegidos|PEPINO|0.32
2018|5|5||Hortícolas protegidos|PEPINO|0.81
2018|5|5||Hortícolas protegidos|PEPINO|1.52
2018|5|5||Hortícolas protegidos|PEPINO|0.24
2018|5|5||Hortícolas protegidos|PEPINO|0.84
2018|5|5||Hortícolas protegidos|PEPINO|0.35
2018|5|5||Hortícolas protegidos|PEPINO|0.17
2018|5|5||Hortícolas protegidos|PEPINO|0.37
2018|5|5||Hortícolas protegidos|PEPINO|0.45
2018|5|5||Hortícolas protegidos|PEPINO|0.15
2018|5|5||Hortícolas protegidos|PEPINO|0.44
2018|5|5||Hortícolas protegidos|PEPINO|0.36
2018|5|5||Hortícolas protegidos|PEPINO|0.24
2018|5|5||Hortícolas protegidos|PEPINO|0.4
2018|5|5||Hortícolas protegidos|PEPINO|1.58
2018|5|5||Hortícolas protegidos|PEPINO|0.19
2018|5|5||Hortícolas protegidos|PEPINO|1.0
2018|5|5||Hortícolas protegidos|PEPINO|0.81
2018|5|5||Hortícolas protegidos|PEPINO|0.48
2018|5|5||Hortícolas protegidos|PEPINO|1.53
2018|5|5||Hortícolas protegidos|PEPINO|0.19
2018|5|5||Hortícolas protegidos|PEPINO|0.18
2018|5|5||Hortícolas protegidos|PEPINO|0.14
2018|5|5||Hortícolas protegidos|PEPINO|0.17
2018|5|5||Hortícolas protegidos|PEPINO|0.32
2018|5|5||Hortícolas protegidos|PEPINO|0.7
2018|5|5||Hortícolas protegidos|PEPINO|0.44
2018|5|5||Hortícolas protegidos|PEPINO|0.25
2018|5|5||Hortícolas protegidos|PEPINO|0.49
2018|5|5||Hortícolas protegidos|PEPINO|0.36
2018|5|5||Hortícolas protegidos|PEPINO|0.11
2018|5|5||Hortícolas protegidos ecológicos|PEPINO (ECO)|0.7
2018|5|5||Hortícolas protegidos ecológicos|PEPINO (ECO)|0.74
2018|5|5||Hortícolas protegidos ecológicos|PEPINO (ECO)|0.62
2018|5|5||Hortícolas protegidos|PIMIENTO|0.58
2018|5|5||Hortícolas protegidos|PIMIENTO|0.24
2018|5|5||Hortícolas protegidos|PIMIENTO|0.58
2018|5|5||Hortícolas protegidos|PIMIENTO|0.6
2018|5|5||Hortícolas protegidos|PIMIENTO|0.24
2018|5|5||Hortícolas protegidos|PIMIENTO|1.86
2018|5|5||Hortícolas protegidos|PIMIENTO|0.21
2018|5|5||Hortícolas protegidos|PIMIENTO|1.28
2018|5|5||Hortícolas protegidos|PIMIENTO|0.69
2018|5|5||Hortícolas protegidos|PIMIENTO|1.18
2018|5|5||Hortícolas protegidos|PIMIENTO|0.35
2018|5|5||Hortícolas protegidos|PIMIENTO|0.19
2018|5|5||Hortícolas protegidos|PIMIENTO|0.35
2018|5|5||Hortícolas protegidos|PIMIENTO|0.27
2018|5|5||Hortícolas protegidos|PIMIENTO|0.12
2018|5|5||Hortícolas protegidos|PIMIENTO|0.21
2018|5|5||Hortícolas protegidos|PIMIENTO|0.28
2018|5|5||Hortícolas protegidos|PIMIENTO|0.23
2018|5|5||Hortícolas protegidos|PIMIENTO|0.66
2018|5|5||Hortícolas protegidos|PIMIENTO|0.5
2018|5|5||Hortícolas protegidos|PIMIENTO|0.31
2018|5|5||Hortícolas protegidos|PIMIENTO|0.63
2018|5|5||Hortícolas protegidos|PIMIENTO|0.3
2018|5|5||Hortícolas protegidos|PIMIENTO|0.88
2018|5|5||Hortícolas protegidos|PIMIENTO|0.38
2018|5|5||Hortícolas protegidos|PIMIENTO|0.15
2018|5|5||Hortícolas protegidos|PIMIENTO|0.38
2018|5|5||Hortícolas protegidos|PIMIENTO|0.95
2018|5|5||Hortícolas protegidos|PIMIENTO|0.24
2018|5|5||Hortícolas protegidos|PIMIENTO|0.44
2018|5|5||Hortícolas protegidos|PIMIENTO|0.28
2018|5|5||Hortícolas protegidos|PIMIENTO|1.06
2018|5|5||Hortícolas protegidos|PIMIENTO|0.64
2018|5|5||Hortícolas protegidos|PIMIENTO|0.25
2018|5|5||Hortícolas protegidos|PIMIENTO|0.68
2018|5|5||Hortícolas protegidos|PIMIENTO|0.68
2018|5|5||Hortícolas protegidos|PIMIENTO|0.21
2018|5|5||Hortícolas protegidos|PIMIENTO|0.63
2018|5|5||Hortícolas protegidos|PIMIENTO|0.46
2018|5|5||Hortícolas protegidos|PIMIENTO|1.21
2018|5|5||Hortícolas protegidos|PIMIENTO|0.82
2018|5|5||Hortícolas protegidos|PIMIENTO|0.66
2018|5|5||Hortícolas protegidos|PIMIENTO|0.22
2018|5|5||Hortícolas protegidos|PIMIENTO|0.56
2018|5|5||Hortícolas protegidos|PIMIENTO|0.9
2018|5|5||Hortícolas protegidos|PIMIENTO|0.2
2018|5|5||Hortícolas protegidos|PIMIENTO|0.09
2018|5|5||Hortícolas protegidos|PIMIENTO|0.25
2018|5|5||Hortícolas protegidos|PIMIENTO|0.15
2018|5|5||Hortícolas protegidos|PIMIENTO|0.06
2018|5|5||Hortícolas protegidos|PIMIENTO|0.12
2018|5|5||Hortícolas protegidos|PIMIENTO|0.56
2018|5|5||Hortícolas protegidos|PIMIENTO|0.21
2018|5|5||Hortícolas protegidos|PIMIENTO|0.26
2018|5|5||Hortícolas protegidos|PIMIENTO|1.27
2018|5|5||Hortícolas protegidos|PIMIENTO|0.16
2018|5|5||Hortícolas protegidos|PIMIENTO|0.55
2018|5|5||Hortícolas protegidos|PIMIENTO|1.17
2018|5|5||Hortícolas protegidos|PIMIENTO|0.3
2018|5|5||Hortícolas protegidos|PIMIENTO|2.18
2018|5|5||Hortícolas protegidos|PIMIENTO|0.13
2018|5|5||Hortícolas protegidos|PIMIENTO|0.69
2018|5|5||Hortícolas protegidos|PIMIENTO|0.23
2018|5|5||Hortícolas protegidos|PIMIENTO|1.78
2018|5|5||Hortícolas protegidos|PIMIENTO|0.36
2018|5|5||Hortícolas protegidos|PIMIENTO|0.78
2018|5|5||Hortícolas protegidos|PIMIENTO|0.34
2018|5|5||Hortícolas protegidos|PIMIENTO|0.33
2018|5|5||Hortícolas protegidos|PIMIENTO|0.42
2018|5|5||Hortícolas protegidos|PIMIENTO|0.52
2018|5|5||Hortícolas protegidos|PIMIENTO|0.17
2018|5|5||Hortícolas protegidos|PIMIENTO|0.55
2018|5|5||Hortícolas protegidos|PIMIENTO|1.19
2018|5|5||Hortícolas protegidos|PIMIENTO|0.23
2018|5|5||Hortícolas protegidos|PIMIENTO|0.35
2018|5|5||Hortícolas protegidos|PIMIENTO|0.14
2018|5|5||Hortícolas protegidos|PIMIENTO|0.73
2018|5|5||Hortícolas protegidos|PIMIENTO|0.67
2018|5|5||Hortícolas protegidos|PIMIENTO|0.24
2018|5|5||Hortícolas protegidos|PIMIENTO|0.36
2018|5|5||Hortícolas protegidos|PIMIENTO|0.58
2018|5|5||Hortícolas protegidos|PIMIENTO|1.27
2018|5|5||Hortícolas protegidos|PIMIENTO|0.38
2018|5|5||Hortícolas protegidos|PIMIENTO|0.47
2018|5|5||Hortícolas protegidos|PIMIENTO|1.19
2018|5|5||Hortícolas protegidos|PIMIENTO|1.27
2018|5|5||Hortícolas protegidos|PIMIENTO|1.34
2018|5|5||Hortícolas protegidos|PIMIENTO|0.28
2018|5|5||Hortícolas protegidos|PIMIENTO|0.23
2018|5|5||Hortícolas protegidos|PIMIENTO|0.67
2018|5|5||Hortícolas protegidos|PIMIENTO|0.1
2018|5|5||Hortícolas protegidos|PIMIENTO|0.25
2018|5|5||Hortícolas protegidos|PIMIENTO|0.69
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.15
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.19
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|0.78
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.9
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.71
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.3
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.17
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.06
2018|5|5||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.87
2018|5|5||Citricos|POMELO|1.0
2018|5|5||Citricos|POMELO|0.91
2018|5|5||Citricos|POMELO|0.91
2018|5|5||Hortícolas protegidos|SANDIA|0.64
2018|5|5||Hortícolas protegidos|SANDIA|0.17
2018|5|5||Hortícolas protegidos|SANDIA|0.26
2018|5|5||Hortícolas protegidos|SANDIA|0.65
2018|5|5||Hortícolas protegidos|SANDIA|0.25
2018|5|5||Hortícolas protegidos|SANDIA|0.52
2018|5|5||Hortícolas protegidos|SANDIA|0.2
2018|5|5||Hortícolas protegidos|SANDIA|0.62
2018|5|5||Hortícolas protegidos|SANDIA|0.16
2018|5|5||Hortícolas protegidos|SANDIA|0.24
2018|5|5||Hortícolas protegidos|SANDIA|0.66
2018|5|5||Hortícolas protegidos|SANDIA|0.19
2018|5|5||Hortícolas protegidos|SANDIA|1.07
2018|5|5||Hortícolas protegidos|SANDIA|0.6
2018|5|5||Hortícolas protegidos|SANDIA|0.67
2018|5|5||Hortícolas protegidos|SANDIA|0.22
2018|5|5||Hortícolas protegidos|SANDIA|0.72
2018|5|5||Hortícolas protegidos|SANDIA|0.17
2018|5|5||Hortícolas protegidos|SANDIA|0.65
2018|5|5||Hortícolas protegidos|SANDIA|0.27
2018|5|5||Hortícolas protegidos|SANDIA|0.54
2018|5|5||Hortícolas protegidos|SANDIA|0.29
2018|5|5||Hortícolas protegidos|SANDIA|0.81
2018|5|5||Hortícolas protegidos|SANDIA|1.18
2018|5|5||Hortícolas protegidos|SANDIA|0.41
2018|5|5||Hortícolas protegidos|SANDIA|0.4
2018|5|5||Hortícolas protegidos|SANDIA|0.67
2018|5|5||Hortícolas protegidos|SANDIA|0.31
2018|5|5||Hortícolas protegidos|SANDIA|0.76
2018|5|5||Hortícolas protegidos|SANDIA|1.13
2018|5|5||Hortícolas protegidos|SANDIA|0.61
2018|5|5||Hortícolas protegidos|SANDIA|0.23
2018|5|5||Hortícolas protegidos|SANDIA|0.54
2018|5|5||Hortícolas protegidos ecológicos|SANDIA (ECO)|0.63
2018|5|5||Hortícolas protegidos ecológicos|SANDIA (ECO)|0.68
2018|5|5||Hortícolas protegidos ecológicos|SANDIA (ECO)|0.64
2018|5|5||Hortícolas protegidos|TOMATE|0.53
2018|5|5||Hortícolas protegidos|TOMATE|0.82
2018|5|5||Hortícolas protegidos|TOMATE|0.18
2018|5|5||Hortícolas protegidos|TOMATE|0.41
2018|5|5||Hortícolas protegidos|TOMATE|0.09
2018|5|5||Hortícolas protegidos|TOMATE|0.82
2018|5|5||Hortícolas protegidos|TOMATE|0.24
2018|5|5||Hortícolas protegidos|TOMATE|0.15
2018|5|5||Hortícolas protegidos|TOMATE|0.28
2018|5|5||Hortícolas protegidos|TOMATE|0.36
2018|5|5||Hortícolas protegidos|TOMATE|0.1
2018|5|5||Hortícolas protegidos|TOMATE|1.21
2018|5|5||Hortícolas protegidos|TOMATE|0.35
2018|5|5||Hortícolas protegidos|TOMATE|0.32
2018|5|5||Hortícolas protegidos|TOMATE|0.69
2018|5|5||Hortícolas protegidos|TOMATE|0.39
2018|5|5||Hortícolas protegidos|TOMATE|0.49
2018|5|5||Hortícolas protegidos|TOMATE|1.32
2018|5|5||Hortícolas protegidos|TOMATE|0.84
2018|5|5||Hortícolas protegidos|TOMATE|0.41
2018|5|5||Hortícolas protegidos|TOMATE|0.22
2018|5|5||Hortícolas protegidos|TOMATE|0.79
2018|5|5||Hortícolas protegidos|TOMATE|0.26
2018|5|5||Hortícolas protegidos|TOMATE|0.15
2018|5|5||Hortícolas protegidos|TOMATE|0.3
2018|5|5||Hortícolas protegidos|TOMATE|0.36
2018|5|5||Hortícolas protegidos|TOMATE|0.09
2018|5|5||Hortícolas protegidos|TOMATE|0.31
2018|5|5||Hortícolas protegidos|TOMATE|0.34
2018|5|5||Hortícolas protegidos|TOMATE|0.31
2018|5|5||Hortícolas protegidos|TOMATE|0.31
2018|5|5||Hortícolas protegidos|TOMATE|0.36
2018|5|5||Hortícolas protegidos|TOMATE|0.24
2018|5|5||Hortícolas protegidos|TOMATE|0.13
2018|5|5||Hortícolas protegidos|TOMATE|0.29
2018|5|5||Hortícolas protegidos|TOMATE|0.86
2018|5|5||Hortícolas protegidos|TOMATE|0.55
2018|5|5||Hortícolas protegidos|TOMATE|1.04
2018|5|5||Hortícolas protegidos|TOMATE|1.0
2018|5|5||Hortícolas protegidos|TOMATE|0.74
2018|5|5||Hortícolas protegidos|TOMATE|0.53
2018|5|5||Hortícolas protegidos|TOMATE|0.43
2018|5|5||Hortícolas protegidos|TOMATE|0.97
2018|5|5||Hortícolas protegidos|TOMATE|1.4
2018|5|5||Hortícolas protegidos|TOMATE|0.05
2018|5|5||Hortícolas protegidos|TOMATE|0.88
2018|5|5||Hortícolas protegidos|TOMATE|0.34
2018|5|5||Hortícolas protegidos|TOMATE|0.17
2018|5|5||Hortícolas protegidos|TOMATE|1.02
2018|5|5||Hortícolas protegidos|TOMATE|0.22
2018|5|5||Hortícolas protegidos|TOMATE|0.12
2018|5|5||Hortícolas protegidos|TOMATE|0.27
2018|5|5||Hortícolas protegidos|TOMATE|0.4
2018|5|5||Hortícolas protegidos|TOMATE|0.12
2018|5|5||Hortícolas protegidos|TOMATE|0.35
2018|5|5||Hortícolas protegidos|TOMATE|0.37
2018|5|5||Hortícolas protegidos|TOMATE|0.43
2018|5|5||Hortícolas protegidos|TOMATE|0.48
2018|5|5||Hortícolas protegidos|TOMATE|0.3
2018|5|5||Hortícolas protegidos|TOMATE|0.15
2018|5|5||Hortícolas protegidos|TOMATE|0.38
2018|5|5||Hortícolas protegidos|TOMATE|0.96
2018|5|5||Hortícolas protegidos|TOMATE|0.52
2018|5|5||Hortícolas protegidos|TOMATE|1.3
2018|5|5||Hortícolas protegidos|TOMATE|1.16
2018|5|5||Hortícolas protegidos|TOMATE|0.66
2018|5|5||Hortícolas protegidos|TOMATE|0.4
2018|5|5||Hortícolas protegidos|TOMATE|0.52
2018|5|5||Hortícolas protegidos|TOMATE|0.32
2018|5|5||Hortícolas protegidos|TOMATE|0.17
2018|5|5||Hortícolas protegidos|TOMATE|0.4
2018|5|5||Hortícolas protegidos|TOMATE|1.07
2018|5|5||Hortícolas protegidos|TOMATE|0.63
2018|5|5||Hortícolas protegidos|TOMATE|1.42
2018|5|5||Hortícolas protegidos|TOMATE|1.24
2018|5|5||Hortícolas protegidos|TOMATE|0.45
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.27
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.63
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.63
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.49
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.06
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.75
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.58
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.79
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.34
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.36
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.52
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.14
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.55
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.65
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.27
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.32
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.38
2018|5|5||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.07
2018|5|5||Hortícolas al aire libre|ZANAHORIA|1.13
2018|5|5||Hortícolas al aire libre|ZANAHORIA|0.48
2018|5|5||Hortícolas al aire libre|ZANAHORIA|0.45
2018|5|5||Hortícolas al aire libre|ZANAHORIA|0.46
2018|5|5||Hortícolas al aire libre|ZANAHORIA|1.13
2018|5|5||Hortícolas al aire libre|ZANAHORIA|1.13
2018|5|6||Frutales no cítricos|AGUACATE|3.38
2018|5|6||Hortícolas al aire libre|AJO|1.82
2018|5|6||Hortícolas al aire libre|AJO|0.91
2018|5|6||Frutales de cáscara|ALMENDRA|4.86
2018|5|6||Frutos rojos|ARANDANO|3.34
2018|5|6||Hortícolas protegidos|BERENJENA|1.25
2018|5|6||Hortícolas protegidos|BERENJENA|0.51
2018|5|6||Hortícolas protegidos|BERENJENA|1.11
2018|5|6||Hortícolas protegidos|BERENJENA|0.14
2018|5|6||Hortícolas protegidos|BERENJENA|0.26
2018|5|6||Hortícolas protegidos|BERENJENA|0.04
2018|5|6||Hortícolas protegidos|BERENJENA|0.24
2018|5|6||Hortícolas protegidos|BERENJENA|0.73
2018|5|6||Hortícolas protegidos ecológicos|BERENJENA (ECO)|0.64
2018|5|6||Hortícolas protegidos|CALABACIN|0.18
2018|5|6||Hortícolas protegidos|CALABACIN|0.6
2018|5|6||Hortícolas protegidos|CALABACIN|0.34
2018|5|6||Hortícolas protegidos|CALABACIN|0.05
2018|5|6||Hortícolas protegidos|CALABACIN|0.19
2018|5|6||Hortícolas protegidos|CALABACIN|0.11
2018|5|6||Hortícolas protegidos ecológicos|CALABACIN (ECO)|0.47
2018|5|6||Hortícolas al aire libre|CEBOLLA|0.45
2018|5|6||Frutales no cítricos|CHIRIMOYA|2.52
2018|5|6||Hortícolas al aire libre|ESPARRAGO|6.39
2018|5|6||Hortícolas al aire libre|ESPARRAGO|1.44
2018|5|6||Frutos rojos|FRAMBUESA|3.32
2018|5|6||Frutos rojos|FRESÓN|0.82
2018|5|6||Frutos rojos|FRESÓN|1.31
2018|5|6||Hortícolas protegidos|JUDIA VERDE|0.95
2018|5|6||Hortícolas protegidos|JUDIA VERDE|0.25
2018|5|6||Hortícolas protegidos|JUDIA VERDE|1.06
2018|5|6||Hortícolas protegidos|JUDIA VERDE|1.3
2018|5|6||Hortícolas protegidos|JUDIA VERDE|0.29
2018|5|6||Hortícolas protegidos|JUDIA VERDE|1.44
2018|5|6||Hortícolas protegidos|JUDIA VERDE|0.14
2018|5|6||Hortícolas protegidos|JUDIA VERDE|1.4
2018|5|6||Hortícolas protegidos|JUDIA VERDE|1.96
2018|5|6||Hortícolas al aire libre|LECHUGA|0.2
2018|5|6||Hortícolas al aire libre|LECHUGA|1.04
2018|5|6||Citricos|LIMON|1.27
2018|5|6||Citricos|MANDARINA|0.99
2018|5|6||Frutales no cítricos|MANGO|2.12
2018|5|6||Hortícolas protegidos|MELON|0.18
2018|5|6||Hortícolas protegidos|MELON|0.34
2018|5|6||Hortícolas protegidos|MELON|0.19
2018|5|6||Hortícolas protegidos|MELON|0.68
2018|5|6||Hortícolas protegidos|MELON|0.15
2018|5|6||Hortícolas protegidos|MELON|0.74
2018|5|6||Hortícolas protegidos|MELON|0.24
2018|5|6||Hortícolas protegidos|MELON|0.85
2018|5|6||Hortícolas protegidos|MELON|1.1
2018|5|6||Citricos|NARANJA|0.72
2018|5|6||Hortícolas protegidos|PEPINO|0.65
2018|5|6||Hortícolas protegidos|PEPINO|0.24
2018|5|6||Hortícolas protegidos|PEPINO|0.12
2018|5|6||Hortícolas protegidos|PEPINO|0.24
2018|5|6||Hortícolas protegidos|PEPINO|0.35
2018|5|6||Hortícolas protegidos|PEPINO|0.09
2018|5|6||Hortícolas protegidos|PEPINO|0.34
2018|5|6||Hortícolas protegidos|PEPINO|0.1
2018|5|6||Hortícolas protegidos|PEPINO|0.09
2018|5|6||Hortícolas protegidos|PEPINO|0.11
2018|5|6||Hortícolas protegidos|PEPINO|1.58
2018|5|6||Hortícolas protegidos|PEPINO|0.1
2018|5|6||Hortícolas protegidos ecológicos|PEPINO (ECO)|0.53
2018|5|6||Hortícolas protegidos|PIMIENTO|0.53
2018|5|6||Hortícolas protegidos|PIMIENTO|1.08
2018|5|6||Hortícolas protegidos|PIMIENTO|0.24
2018|5|6||Hortícolas protegidos|PIMIENTO|0.31
2018|5|6||Hortícolas protegidos|PIMIENTO|0.13
2018|5|6||Hortícolas protegidos|PIMIENTO|0.32
2018|5|6||Hortícolas protegidos|PIMIENTO|1.3
2018|5|6||Hortícolas protegidos|PIMIENTO|0.55
2018|5|6||Hortícolas protegidos|PIMIENTO|1.4
2018|5|6||Hortícolas protegidos|PIMIENTO|0.21
2018|5|6||Hortícolas protegidos|PIMIENTO|0.32
2018|5|6||Hortícolas protegidos|PIMIENTO|0.32
2018|5|6||Hortícolas protegidos|PIMIENTO|0.88
2018|5|6||Hortícolas protegidos|PIMIENTO|0.35
2018|5|6||Hortícolas protegidos|PIMIENTO|0.91
2018|5|6||Hortícolas protegidos|PIMIENTO|1.22
2018|5|6||Hortícolas protegidos|PIMIENTO|0.3
2018|5|6||Hortícolas protegidos|PIMIENTO|1.51
2018|5|6||Hortícolas protegidos|PIMIENTO|0.14
2018|5|6||Hortícolas protegidos|PIMIENTO|0.17
2018|5|6||Hortícolas protegidos|PIMIENTO|0.6
2018|5|6||Hortícolas protegidos|PIMIENTO|0.4
2018|5|6||Hortícolas protegidos|PIMIENTO|0.49
2018|5|6||Hortícolas protegidos|PIMIENTO|0.4
2018|5|6||Hortícolas protegidos|PIMIENTO|0.9
2018|5|6||Hortícolas protegidos|PIMIENTO|0.41
2018|5|6||Hortícolas protegidos|PIMIENTO|0.8
2018|5|6||Hortícolas protegidos|PIMIENTO|0.8
2018|5|6||Hortícolas protegidos|PIMIENTO|0.2
2018|5|6||Hortícolas protegidos|PIMIENTO|0.72
2018|5|6||Hortícolas protegidos|PIMIENTO|1.34
2018|5|6||Hortícolas protegidos ecológicos|PIMIENTO (ECO)|1.98
2018|5|6||Citricos|POMELO|0.99
2018|5|6||Hortícolas protegidos|SANDIA|0.57
2018|5|6||Hortícolas protegidos|SANDIA|0.19
2018|5|6||Hortícolas protegidos|SANDIA|0.16
2018|5|6||Hortícolas protegidos|SANDIA|0.6
2018|5|6||Hortícolas protegidos|SANDIA|0.25
2018|5|6||Hortícolas protegidos|SANDIA|0.64
2018|5|6||Hortícolas protegidos|SANDIA|0.51
2018|5|6||Hortícolas protegidos|SANDIA|0.51
2018|5|6||Hortícolas protegidos|SANDIA|0.18
2018|5|6||Hortícolas protegidos|SANDIA|0.57
2018|5|6||Hortícolas protegidos|SANDIA|1.03
2018|5|6||Hortícolas protegidos ecológicos|SANDIA (ECO)|0.58
2018|5|6||Hortícolas protegidos|TOMATE|0.95
2018|5|6||Hortícolas protegidos|TOMATE|0.3
2018|5|6||Hortícolas protegidos|TOMATE|0.15
2018|5|6||Hortícolas protegidos|TOMATE|0.42
2018|5|6||Hortícolas protegidos|TOMATE|1.28
2018|5|6||Hortícolas protegidos|TOMATE|0.83
2018|5|6||Hortícolas protegidos|TOMATE|0.42
2018|5|6||Hortícolas protegidos|TOMATE|0.4
2018|5|6||Hortícolas protegidos|TOMATE|0.25
2018|5|6||Hortícolas protegidos|TOMATE|0.83
2018|5|6||Hortícolas protegidos|TOMATE|0.25
2018|5|6||Hortícolas protegidos|TOMATE|0.29
2018|5|6||Hortícolas protegidos|TOMATE|0.33
2018|5|6||Hortícolas protegidos|TOMATE|0.1
2018|5|6||Hortícolas protegidos|TOMATE|0.29
2018|5|6||Hortícolas protegidos|TOMATE|0.28
2018|5|6||Hortícolas protegidos|TOMATE|0.64
2018|5|6||Hortícolas protegidos|TOMATE|0.37
2018|5|6||Hortícolas protegidos|TOMATE|0.32
2018|5|6||Hortícolas protegidos|TOMATE|0.3
2018|5|6||Hortícolas protegidos|TOMATE|0.26
2018|5|6||Hortícolas protegidos|TOMATE|0.17
2018|5|6||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.43
2018|5|6||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.63
2018|5|6||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.25
2018|5|6||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.24
2018|5|6||Hortícolas protegidos ecológicos|TOMATE (ECO)|1.35
2018|5|6||Hortícolas protegidos ecológicos|TOMATE (ECO)|0.95
2018|5|6||Hortícolas al aire libre|ZANAHORIA|0.46
2018|5|6||Hortícolas al aire libre|ZANAHORIA|1.08
2018|6|6||Frutales no cítricos|AGUACATE|3.62
2018|6|6||Frutales no cítricos|AGUACATE|3.58
2018|6|6||Frutales no cítricos|AGUACATE|3.26
2018|6|6||Hortícolas al aire libre|AJO|1.89
2018|6|6||Hortícolas al aire libre|AJO|0.98
2018|6|6||Hortícolas al aire libre|AJO|0.98
2018|6|6||Hortícolas al aire libre|AJO|1.88
2018|6|6||Hortícolas al aire libre|AJO|0.92
2018|6|6||Hortícolas al aire libre|AJO|0.98
2018|6|6||Hortícolas al aire libre|AJO|1.88
2018|6|6||Hortícolas al aire libre|AJO|0.98
2018|6|6||Hortícolas al aire libre|AJO|0.98
2018|6|6||Frutos rojos|ARANDANO|2.95
2018|6|6||Frutos rojos|ARANDANO|3.14
2018|6|6||Frutos rojos|ARANDANO|3.27
2018|6|6||Hortícolas protegidos|BERENJENA|0.19
2018|6|6||Hortícolas protegidos|BERENJENA|0.63
2018|6|6||Hortícolas protegidos|BERENJENA|0.79
2018|6|6||Hortícolas protegidos|BERENJENA|0.29
2018|6|6||Hortícolas protegidos|BERENJENA|0.7
2018|6|6||Hortícolas protegidos|BERENJENA|0.25
2018|6|6||Hortícolas protegidos|BERENJENA|0.22
2018|6|6||Hortícolas protegidos|BERENJENA|0.04
2018|6|6||Hortícolas protegidos|BERENJENA|0.2
2018|6|6||Hortícolas protegidos|BERENJENA|0.64
2018|6|6||Hortícolas protegidos|BERENJENA|0.04
2018|6|6||Hortícolas protegidos|BERENJENA|0.19
2018|6|6||Hortícolas protegidos|BERENJENA|0.07
